"native","primary","early_language","general_1","general_2","stigma_resp_1","stigma_dist_1","stigma_resp_2","stigma_dist_2","stigma_dist_3","stigma_danger","check","stertyp_cmptition_1","stertyp_cmptition_2","concept_1","concept_2","concept_3","stertyp_comp_1","stertyp_warm_1","stertyp_status_1","stertyp_warm_2","stertyp_status_2","stertyp_comp_2","donate_1","donate_2","donate_3","familiar_1","familiar_2","like","like_fr","offens","offens_fr","impression_1","impression_2","impression_3","impression_3_4_TEXT","control_like","control_often","control_preference","empathy_1","empathy_2","empathy_3","political_social","political_econ","experience_1","experience_2","experience_3","demo_age","demo_gender","demo_education","demo_income","SliderOverlapValue","label","ppt_ID"
1,1,1,"People who experience housing insecurity are likely economically disadvantaged. People who experience housing insecurity might be victims of systemic racism.","They might be a person from a disadvantaged background, down on their luck or between employment.",2,1,4,5,5,1,2,1,1,3,3,3,4,4,3,4,1,2,50,25,25,5,5,2,"I feel there is less stigma attached, perhaps it would make people feel more likely to help?",2,"Due to the unfair stigma and negative propaganda attached to the term ""homeless""","It would depend on the context of the term and they way they used it. If the term is used negatively or disparagingly, I might consider them a bit heartless.","I think it is a very sensitive way to refer to the situation/condition.",2,NA,6,8,3,4,4,3,7,7,1,NA,NA,46,2,5,2,73,"people who experience housing insecurity",44
1,1,1,"I see it all the time, they are people of color and immigrants. When they have to sleep out on the street behind buildings because the price to rent a place is unattainable. It is too expensive unless you put 4 people in one place I have seen. Also, people of color have a disadvantage because usually, they usually do not have a good credit score due to being charged more for things, including interest rates. Both of these groups do not get the advantage of rich people.","It is a hard-working family person. They are trying to make ends meet and a lot of time they have to carpool to get to work. They usually support a family. Some are combining 2 or 3 families to have a roof over their heads. They do not get overtime but work enough for it, but they usually are working 2 jobs. 
",2,2,5,4,3,2,2,1,1,2,2,5,3,3,2,3,2,2,34,33,33,4,4,2,"Because it does not hit them while they are down. It still gives them a little dignity because many of them are trying but because of the cost of housing it is harder and they usually do not make enough, or they have health issues to where they can not make ends meet
",2,"It does not belittle them. It is a phrase that they are working at housing security but have not been able to .","To me, it belittles them in showing that they are not trying. They want to be homeless, and those who have mental illness sometimes want to be because they give up on trying.","Some one that knows that at any time it could be us. It is a person that sees works can lift you up or keep you down. They are compassionate and see it for what it is.",2,NA,5,5,2,5,5,4,7,6,1,NA,NA,67,2,2,1,48,"people who experience housing insecurity",45
1,1,1,"I associate people who experience housing insecurity with people who have some form of unstable living situation such as homeless people, those unable to meet their rent requirements or those living in shanties.","This is a person who has an unstable job or no job at all. They are experiencing financial difficulties and can barely meet their basic needs such as food. This person lives in deplorable conditions in a shanty, may be couch surfing at a friends, living in their car or is basically homeless and living in the street.",2,1,5,3,3,1,2,2,1,4,3,3,5,4,3,3,1,1,30,40,30,4,2,2,"It is a sensitive term to use.",2,"It does not explicitly regard these individuals as lacking housing because their situation could change.","Using the term ""homeless"" is insensitive.","This person is respectful and considerate.",2,NA,6,8,3,4,5,3,5,5,NA,NA,1,33,1,5,4,49,"people who experience housing insecurity",46
1,1,1,"Sad and hopeless is often how I see homeless people feel.","They are usually dirty and scruffy looking. Unkept and desperate are also often qualities of the homeless unfortunately.",1,2,4,3,5,4,2,4,1,4,4,5,4,3,3,3,1,1,40,60,0,5,3,1,"That's what I'm used to and I think people understand it better than the other term.",1,"The other version just seems to be less of a fact and more of a putdown.","I perceive them neutrally, it's not that that would cause me to immediately view them differently.","The same way I suppose as someone who says ""the homeless"" because it's not necessary to be politically correct.",2,NA,2,3,1,4,5,3,1,1,NA,1,NA,26,2,3,4,41,"the homeless",47
1,1,1,"Down on their luck or people the system has failed.","probably someone wearing second or third hand clothes, hasn't taken a shower in awhile and depending on the circumstances is either on drugs or starving.",3,3,4,3,5,3,2,2,3,3,4,5,2,2,2,2,1,2,33,34,33,3,2,1,"Because it's easier to say.",1,"Because it just sounds pretentious and like your trying to dress something up.","A normal person who says it like it is.","A pretentious person trying really hard to avoid sounding offensive but does anyway.",3,NA,4,2,2,3,2,1,7,7,NA,NA,1,32,1,4,3,14,"the homeless",48
1,1,1,"Starving, drug addiction, abuse victims, liberal. I just think of all of those things, mostly liberal cities.","They smell rancid, they are begging me for money, they do not want food, just money to buy drugs.",3,5,5,2,1,5,2,5,5,1,4,5,1,3,1,1,1,1,34,33,33,5,1,1,"Political correctness is a plague on the human soul.",1,"Political correctness is a plague on the human soul.","I perceive this as the human way to use language.","Political correctness is a plague on the human soul.",4,"Political correctness is a plague on the human soul.",1,1,1,3,3,3,3,3,NA,1,NA,30,1,3,1,NA,"the homeless",49
1,1,1,"Homeless is someone that lives on the streets, and doesn't have a roof over their heads at night.  Some of these people have had a falling out in society due to unforeseen circumstances, such as losing a loved one or losing a job, and cant afford a place to live.  Others may have taken to drugs and/or alcohol and they have lost their way.","They are depressed and down on their luck.  They feel hopeless, and stuck in a vicious cycle.  Cant find work because they are homeless and cant make themselves presentable, and cant make themselves presentable because they are homeless",3,4,4,3,2,4,2,1,2,4,4,1,3,4,2,3,1,1,60,30,10,3,1,1,"The homeless is easier to understand.  It is also a term that anyone that hears it knows what it means.",1,"The other term sounds so politically correct it is offensive.  Homeless is an adjective, and is understandable","They sounds like an everyday person, not trying to be politically correct, and are just describing someone as they see it.","Sounds to me like they are using a fancy description to ""show"" that they care, when really they are just trying to be politically correct.",1,NA,2,1,2,3,3,2,2,1,NA,1,NA,46,1,5,4,25,"the homeless",50
1,1,1,"An extremely sad situation. There has to be an answwer to get people off the streets.","It is very possible they lost their job and one thing led to another. They need help.",1,1,5,5,4,3,2,4,1,2,2,3,3,3,3,4,3,2,100,0,0,5,2,1,"Homeless means no home. Insecurity means they may not have a home in the near future",1,"It simply says what it means.","As a normal every day person who dies not insist on rewriting the dictionary on a daily basis.","As a person who wants to cause utter confusion.",4,NA,1,5,1,3,4,5,1,1,NA,1,NA,63,2,2,3,42,"the homeless",51
1,1,4,"Homeless people are diverse and there is more than one reason for their situation.","This person likes to collect bottles to trade in for a few cents",2,3,5,4,4,2,2,1,1,3,3,2,4,4,3,4,1,2,50,50,0,4,3,2,"it has less of a negative connotation",2,"It does not define the people as much as their situation
","It makes me thing of shabbily dressed people who liv eon the streets. However there are fully employed and well dressed people who do not have a permanent home","I percieve them as activists who want to improve conditions for the homeless",2,NA,5,8,3,4,3,2,6,7,NA,NA,1,43,2,3,1,100,"the homeless",52
1,1,1,"These are people who are very much doubtfully and also need reassurances about their housing. These are people who needs constant talks about how it is supposed to be","This person is constantly a person who needs to be assured all the time and also needs to have a way out",5,4,3,3,5,4,2,4,4,4,1,5,5,4,4,5,4,5,40,40,20,5,4,1,"People who do not have a place to call their own",2,"They think it is wrong like that","this is a bad situation that must be looked  at","These people need reassurances from people they can trust",3,NA,7,9,3,5,5,5,7,7,NA,1,NA,44,1,5,4,67,"people who experience housing insecurity",53
1,1,1,"Homeless people cannot afford a place to live on their own  -- sometimes for a short period, sometimes for years. The cause is frequently some kind of drug or alcohol addiction or psychiatric illness. Homeless people did not necessarily grow up in poverty, though that is sometimes the case. They tend to prefer more liberal cities where there are more services available to them, as well as more temperate climates, as they frequently have no shelter other than a tarp.  Many beg for money or food.","The person likely has shabby clothes and looks unkempt, having not had access to bathing facilities in some time. They are frequently seen at busy intersections with cardboard signs asking for food or money. I imagine the person to be dealing with an addiction or psychiatric issue, and estranged from their family and former friends.",2,2,5,3,5,3,2,2,2,4,4,2,3,4,3,2,1,1,50,25,25,4,3,2,"I think people think of homeless as a longtime condition, when in fact some people have simply come upon hard times, or lost a job, or removed from their living situations for numerous reasons. There are services available to help them into recovery or temporary housing.",2,"There can be many reasons for housing insecurity, whereas most people associate homelessness with either addiction or psychiatric issues.","As it has been the term most people have used for a very long time, I don't hold it against anyone.","This seems to be the current preferred terminology.  Descriptions come and go, and while this is a broader description, I imagine many people consider it ""woke.""",2,NA,4,5,3,2,2,3,6,6,NA,NA,1,67,2,5,4,72,"the homeless",54
1,1,1,"I associate the term ""homeless"" with a lack of money and having to live on the street/outside. I also think of a possible mental illness that could contribute to homelessness.","'- Most likely very poor
- Hungry
- May need clean clothes.",2,3,5,3,3,2,2,3,3,2,3,2,3,3,3,3,2,3,40,40,20,4,2,1,"It is more concise and clear.",2,"It is a bit more person-centered, whereas ""homeless"" could sound more demeaning.","Both terms get the point across, so it would have to depend on the context and tone of the person speaking. They could just be casually describing them, or using it in a derogatory sense.","They might be overly-cautious, but perhaps a bit more conscious about the indidivuals they are referring to.",3,NA,4,5,3,4,4,4,5,5,NA,NA,1,21,2,4,4,72,"the homeless",55
